nm,VNIR_B1,VNIR_B2,VNIR_B3N,VNIR_B3B,SWIR_B4,SWIR_B5,SWIR_B6,SWIR_B7,SWIR_B8,SWIR_B9
2338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0127,0.992,0.0
2340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02
2342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.029
2344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086,0.0,0.0
2345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996,0.045
2348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.992,0.065
2350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996,0.078
2352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.955,0.11
2355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.963,0.155
2356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065,0.0,0.0
2358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.906,0.229
2360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.837,0.327
2362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.784,0.424
2365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.702,0.539
2368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044,0.58,0.727
2370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.441,0.784
2372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.343,0.906
2375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278,0.927
2378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.898
2380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.167,0.9
2382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.901
2385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.903
2388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.904
2390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057,0.906
2392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.931
2395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927
2398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.922
2400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.961
2402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98
2408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.959
2410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.927
2412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.894
2415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.869
2418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833
2420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.816
2422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.767
2425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.702
2428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.661
2430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.563
2432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.424
2435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.343
2438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261
2440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.192
2450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049
2460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016
2470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008
2480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004
2488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0088
2536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001
2584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0
3112,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001
3160,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0002
3208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002
3256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0007
3304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.001
3352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
