nm,Band 1,Band 2,Band 3,Band 4,Band 5,Band 6,Band 7,Band 8,Band 9,Band 10,Band 11,Band 12,Band 13,Band 14,Band 15,Band 16,Band 17,Band 18,Band 19
564,0.0,0.0,0.0,0.407221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025281,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,0.0,0.0,0.0,0.204311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,0.0,0.0,0.0,0.0817568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,0.0,0.0,0.0,0.0280225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022956,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,0.0,0.0,0.0,0.00990879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,0.0,0.0,0.0,0.00405509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,7.318e-05,2.817e-05,0.00209956,0.00177973,0.0,0.0,0.0,0.00045338,2.685e-05,0.00061086,0.00080098,0.00079112,4.52e-06,7.76e-06,1.5e-06,3.26e-06,4.652e-05,2.562e-05,5.336e-05
571,0.0,0.0,0.0,0.00079637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,0.0,0.0,0.0,0.0004075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,7.899e-05,0.0,0.0,0.00017549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,0.0,0.0,0.0,0.00011507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,8.236e-05,0.0,0.0,0.00012216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,0.0,0.0,0.0,6.878e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,0.0,0.0,0.0,7.782e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,7.848e-05,0.0,0.0,8.085e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,0.0,0.0,0.0,6.581e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,8.58e-05,3.487e-05,0.00106929,5.464e-05,0.0,0.0,0.0,0.00037135,1.665e-05,0.00081399,0.00108695,0.0006443,5.4e-06,1.71e-06,1.86e-06,1.7e-06,2.295e-05,1.022e-05,4.524e-05
581,0.0,0.0,0.0,5.286e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,0.0,0.0,0.0,3.853e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,4.978e-05,0.0,0.0,3.722e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,0.0,0.0,0.0,6.074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,4.01e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,6.368e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,6.871e-05,3.87e-05,0.00076584,3.075e-05,0.0,0.0,0.0,0.00015448,1.233e-05,0.00085521,0.0003429,0.00020537,1.304e-05,2.599e-05,0.0001181,1.372e-05,3.022e-05,2.055e-05,7.61e-05
593,9.201e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,0.00011193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,7.154e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,6.023e-05,7.111e-05,0.0001875,1.957e-05,0.0,0.0,0.0,2.539e-05,8.47e-06,0.0002493,7.438e-05,3.728e-05,5.439e-05,0.00018662,0.00043343,9.715e-05,8.644e-05,3.295e-05,0.00012285
605,0.0001198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,0.00034829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,0.00119145,7.327e-05,4.737e-05,2.376e-05,0.0,0.0,0.0,1.927e-05,5.84e-06,4.209e-05,4.455e-05,1.881e-05,0.00011938,0.00027732,0.00059929,7.855e-05,5.402e-05,0.00012702,0.00014205
613,0.0055696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,0.0259655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.617e-05,0.0,0.0,0.0,0.0,0.0,0.0
618,0.146929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.275e-05,0.0,0.0,0.0,0.0,0.0,0.0
620,0.367228,0.00015015,5.656e-05,1.823e-05,0.0,0.0,0.0,2.827e-05,7.46e-06,0.00014976,9.55e-06,2.003e-05,0.0,0.00053711,0.00194776,0.00012297,3.989e-05,6.661e-05,0.00014001
621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.497e-05,0.0,0.0,0.0,0.0,0.0,0.0
623,0.68446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.529e-05,0.0,0.0,0.0,0.0,0.0,0.0
625,0.724822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.496e-05,0.0,0.0,0.0,0.0,0.0,0.0
627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010432,0.0,0.0,0.0,0.0,0.0,0.0
628,0.727771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923e-05,0.0,0.0,0.0,0.0,0.0,0.0
630,0.733656,0.00023553,6.109e-05,2.554e-05,0.0,0.0,0.0,2.564e-05,1.018e-05,2.49e-05,8.2e-06,9.11e-06,0.0,0.0007039,0.00196638,0.00013756,2.015e-05,0.00014304,0.00020288
631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.582e-05,0.0,0.0,0.0,0.0,0.0,0.0
633,0.745276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010084,0.0,0.0,0.0,0.0,0.0,0.0
635,0.753959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001042,0.0,0.0,0.0,0.0,0.0,0.0
637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010335,0.0,0.0,0.0,0.0,0.0,0.0
638,0.768836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015479,0.0,0.0,0.0,0.0,0.0,0.0
640,0.774306,0.00037673,7.746e-05,3.306e-05,0.0,0.0,0.0,5.218e-05,1.689e-05,6.8e-06,7.63e-06,3.15e-06,0.0,0.00095878,0.00239308,0.00014075,1.283e-05,2.747e-05,0.00011073
641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016202,0.0,0.0,0.0,0.0,0.0,0.0
643,0.790446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016983,0.0,0.0,0.0,0.0,0.0,0.0
645,0.813292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016647,0.0,0.0,0.0,0.0,0.0,0.0
647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022957,0.0,0.0,0.0,0.0,0.0,0.0
648,0.868503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002903,0.0,0.0,0.0,0.0,0.0,0.0
650,0.904408,0.00018253,7.675e-05,3.367e-05,0.0,0.0,0.0,1.391e-05,7.64e-06,6.22e-06,6.83e-06,4.36e-06,0.0,0.0004289,0.00152298,4.17e-05,5.307e-05,2.579e-05,6.572e-05
651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041643,0.0,0.0,0.0,0.0,0.0,0.0
653,0.965654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00066777,0.0,0.0,0.0,0.0,0.0,0.0
655,0.990801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00307108,0.0,0.0,0.0,0.0,0.0,0.0
657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0355434,0.0,0.0,0.0,0.0,0.0,0.0
658,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229718,0.0,0.0,0.0,0.0,0.0,0.0
660,0.946519,0.00103705,0.00013957,6.214e-05,0.0,0.0,0.0,8.68e-05,1.491e-05,6.46e-06,1.547e-05,1.33e-05,0.0,0.00507117,0.00495385,0.00012348,6.646e-05,4.17e-05,0.00015589
661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.599596,0.0,0.0,0.0,0.0,0.0,0.0
663,0.816125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9181,0.0013325,0.0,0.0,0.0,0.0,0.0
664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00410076,0.0,0.0,0.0,0.0,0.0
665,0.730804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00932115,0.0,0.0,0.0,0.0,0.0
666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0206315,0.0,0.0,0.0,0.0,0.0
667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.909819,0.0437816,0.0,0.0,0.0,0.0,0.0
668,0.546438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090595,0.0,0.0,0.0,0.0,0.0
669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.754917,0.179606,0.0,0.0,0.0,0.0,0.0
670,0.383817,0.00105425,0.00013129,6.135e-05,0.0,0.0,0.0,0.00011407,2.418e-05,6.07e-06,1.256e-05,1.19e-05,0.0,0.313027,0.00030236,5.233e-05,4.013e-05,4.288e-05,0.00010991
671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.427553,0.476246,0.0,0.0,0.0,0.0,0.0
672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.638402,0.0,0.0,0.0,0.0,0.0
673,0.164949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165705,0.795755,0.0,0.0,0.0,0.0,0.0
674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.919454,0.0,0.0,0.0,0.0,0.0
675,0.0879277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00471512,0.986185,0.0,0.0,0.0,0.0,0.0
676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015702,0.994435,0.0,0.0,0.0,0.0,0.0
678,0.0310486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.978343,0.0,0.0,0.0,0.0,0.0
679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.009e-05,0.936855,0.0,0.0,0.0,0.0,0.0
680,0.0157825,0.00080868,8.988e-05,5.741e-05,0.0,0.0,0.0,0.00010032,1.813e-05,3.11e-06,1.041e-05,5.14e-06,0.0,0.845562,0.00026129,1.242e-05,1.711e-05,3.474e-05,0.0001254
681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.983e-05,0.717473,0.0,0.0,0.0,0.0,0.0
682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.578804,0.0,0.0,0.0,0.0,0.0
683,0.00466254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.813e-05,0.430299,0.0,0.0,0.0,0.0,0.0
684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261534,0.0,0.0,0.0,0.0,0.0
685,0.00226284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1125,0.0,0.0,0.0,0.0,0.0
686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0421549,0.0,0.0,0.0,0.0,0.0
687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.169e-05,0.0168964,0.0,0.0,0.0,0.0,0.0
688,0.00084344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00817022,0.0,0.0,0.0,0.0,0.0
689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.464e-05,0.00411615,0.0,0.0,0.0,0.0,0.0
690,0.00046793,0.00012043,6.808e-05,2.486e-05,0.0,0.0,0.0,7.412e-05,5.67e-06,2.33e-06,5.8e-06,1.61e-06,0.0,0.00207049,0.0003356,9.32e-06,2.083e-05,0.00011919,0.00018397
691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011106,0.0,0.0,0.0,0.0,0.0
692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00049873,0.0,0.0,0.0,0.0,0.0
693,0.00018259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932e-05,0.0,0.0,0.0,0.0,0.0,0.0
695,0.00010741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.64e-05,0.0,0.0,0.0,0.0,0.0,0.0
697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.155e-05,0.0,0.0,0.0,0.0,0.0,0.0
698,7.64e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.956e-05,0.0,0.0,0.0,0.0,0.0,0.0
700,8.303e-05,0.00041274,3.141e-05,2.14e-05,0.0,0.0,0.0,5.804e-05,3.78e-06,4.09e-06,5.74e-06,2.54e-06,0.0,0.0007211,0.00040858,1.124e-05,2.909e-05,0.00036221,0.00037762
701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.558e-05,0.0,0.0,0.0,0.0,0.0,0.0
703,0.00011459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.671e-05,0.0,0.0,0.0,0.0,0.0,0.0
705,0.00010609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.263e-05,0.0,0.0,0.0,0.0,0.0,0.0
707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09e-05,0.0,0.0,0.0,0.0,0.0,0.0
709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.731e-05,0.0,0.0,0.0,0.0,0.0,0.0
710,7.745e-05,9.052e-05,2.396e-05,1.968e-05,0.0,0.0,0.0,3.895e-05,8.33e-06,2.95e-06,7.34e-06,3.81e-06,0.0,0.00011299,0.00052485,1.413e-05,5.792e-05,0.00025814,0.00023203
711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.164e-05,0.0,0.0,0.0,0.0,0.0,0.0
713,0.00010068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.605e-05,0.0,0.0,0.0,0.0,0.0,0.0
715,0.00010965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.89e-05,0.0,0.0,0.0,0.0,0.0,0.0
718,0.00012055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.776e-05,0.0,0.0,0.0,0.0,0.0,0.0
720,0.0001276,0.00010675,3.746e-05,2.229e-05,0.0,0.0,0.0,5.278e-05,7.27e-06,3.96e-06,8.1e-06,1.9e-06,0.0,0.00010547,0.00078443,1.043e-05,4.173e-05,4.994e-05,9.283e-05
721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.577e-05,0.0,0.0,0.0,0.0,0.0,0.0
730,2.138e-05,4.23e-05,2.945e-05,2.581e-05,0.0,0.0,0.0,1.9e-05,8.24e-06,1.37e-06,3.61e-06,2.34e-06,2.877e-05,4.058e-05,0.00061574,1.273e-05,1.012e-05,1.79e-05,9.349e-05
733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00263646,0.0,0.0,0.0,0.0
734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00436661,0.0,0.0,0.0,0.0
735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00750206,0.0,0.0,0.0,0.0
736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0147673,0.0,0.0,0.0,0.0
737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0319952,0.0,0.0,0.0,0.0
738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0731371,0.0,0.0,0.0,0.0
739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149887,0.0,0.0,0.0,0.0
740,2.879e-05,8.473e-05,4.623e-05,2.971e-05,0.0,0.0,0.0,2.366e-05,1.2e-05,2.74e-06,1.286e-05,2.89e-06,0.00013814,0.00037467,0.27305,0.00015405,6.274e-05,8.089e-05,0.00010239
741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.425666,0.0,0.0,0.0,0.0
742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.590853,0.0,0.0,0.0,0.0
743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.756157,0.0,0.0,0.0,0.0
744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893901,0.0,0.0,0.0,0.0
745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.968958,0.0,0.0,0.0,0.0
746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999002,0.0,0.0,0.0,0.0
748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.948556,0.0,0.0,0.0,0.0
749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.850051,0.0,0.0,0.0,0.0
750,2.261e-05,6.57e-05,4.691e-05,2.788e-05,0.0,0.0,0.0,3.612e-05,2.083e-05,3.43e-06,1.458e-05,1.42e-06,0.00015617,0.00053236,0.724795,0.00045206,0.00012862,5.578e-05,8.243e-05
751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.579505,0.0,0.0,0.0,0.0
752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.394172,0.0,0.0,0.0,0.0
753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.212883,0.0,0.0,0.0,0.0
754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092485,0.0,0.0,0.0,0.0
755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0417258,0.0,0.0,0.0,0.0
756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0188261,0.0,0.0,0.0,0.0
757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00845815,0.0,0.0,0.0,0.0
758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00379639,0.0,0.0,0.0,0.0
759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00170488,0.0,0.0,0.0,0.0
760,3.89e-05,0.00021521,3.049e-05,2.604e-05,0.0,0.0,0.0,4.928e-05,1.008e-05,1.051e-05,1.254e-05,3.85e-06,0.00018528,0.00052713,0.00077638,0.00032138,0.0002819,3.413e-05,0.00010144
761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033511,0.0,0.0,0.0,0.0
762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014504,0.0,0.0,0.0,0.0
770,3.217e-05,0.00044067,8.985e-05,4.312e-05,0.0,0.0,0.0,2.953e-05,1.392e-05,7.05e-06,1.903e-05,6.87e-06,0.00034462,0.00053784,0.00017585,0.00019541,0.00062659,3.121e-05,9.613e-05
780,3.942e-05,0.00082585,6.853e-05,3.332e-05,0.0,0.0,0.0,1.828e-05,1.859e-05,5.61e-06,1.908e-05,3.65e-06,0.00071047,0.00050885,7.525e-05,0.00016624,0.00218818,4.311e-05,0.00012011
790,4.938e-05,0.0010283,0.00010945,5.406e-05,0.0,0.0,0.0,2.639e-05,1.6e-05,1.212e-05,1.997e-05,5.32e-06,0.00056473,0.00070728,7.887e-05,0.00015278,0.00019012,0.00010926,0.00013732
800,5.681e-05,0.00179476,6.623e-05,4.557e-05,0.0,0.0,0.0,2.776e-05,1.718e-05,1.145e-05,1.542e-05,5.65e-06,0.00103737,0.00092215,7.42e-05,0.00015077,0.00012284,0.0001664,0.00010792
803,0.0,0.00074696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805,0.0,0.00113458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,0.0,0.00165372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,6.693e-05,0.00193717,5.941e-05,6.625e-05,0.0,0.0,0.0,2.565e-05,2.267e-05,7.97e-06,2.709e-05,1.074e-05,0.00063522,0.00088049,8.859e-05,0.00017582,0.00036259,0.00114376,0.00030063
813,0.0,0.00283349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815,0.0,0.00395436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,0.0,0.00707876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,0.00011817,0.0125305,9.476e-05,7.161e-05,0.0,0.0,0.0,4.709e-05,4.028e-05,1.412e-05,2.935e-05,1.341e-05,0.0006069,0.00086961,0.00010726,0.0002233,0.00041558,0.00359902,0.00027626
823,0.0,0.0291913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825,0.0,0.0553052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
