nm,Green,Red,NIR1,NIR2
632,0.01954837,0.97663711,0.0,0.0
633,0.01786316,0.98362892,0.0,0.0
634,0.01685204,0.98840382,0.0,0.0
635,0.01449275,0.99130286,0.0,0.0
636,0.01577351,0.99420191,0.0,0.0
637,0.01496461,0.99795362,0.0,0.0
638,0.01233569,0.99829468,0.0,0.0
639,0.009909,0.99880628,0.0,0.0
640,0.00930233,0.99846521,0.0,0.0
641,0.01137513,0.99863574,0.0,0.0
642,0.010364,0.9994884,0.0,0.0
643,0.00985844,0.99965894,0.0,0.0
644,0.00960566,1.0,0.0,0.0
645,0.00960566,0.99914734,0.0,0.0
646,0.01314459,0.99778308,0.0,0.0
647,0.01314459,0.99607776,0.0,0.0
648,0.00808898,0.9952251,0.0,0.0
649,0.00606673,0.99403138,0.0,0.0
650,0.00859454,0.99283765,0.0,0.0
651,0.00808898,0.99130286,0.0,0.0
652,0.01213347,0.98891542,0.0,0.0
653,0.00303337,0.9872101,0.00336474,0.0
654,0.0,0.98550477,0.00538358,0.0
655,0.0,0.98345839,0.00572005,0.0
656,0.0,0.98345839,0.006393,0.0
657,0.0,0.98175307,0.00484522,0.0
658,0.0,0.98158254,0.00565276,0.0
659,0.0,0.98158254,0.00787349,0.0
660,0.0,0.97885402,0.00928668,0.0
661,0.0,0.97510232,0.01090175,0.0
662,0.0,0.97254434,0.01292059,0.0
663,0.0,0.97032742,0.01473755,0.0
664,0.0,0.96674625,0.01675639,0.0
665,0.0,0.96367667,0.01837147,0.0
666,0.0,0.95924284,0.02099596,0.0
667,0.0,0.9558322,0.02341857,0.0
668,0.0,0.95276262,0.02685061,0.0
669,0.0,0.9505457,0.03109017,0.0
670,0.0,0.94849932,0.03734859,0.0
671,0.0,0.94525921,0.043607,0.0
672,0.0,0.94287176,0.0410498,0.0
673,0.0,0.9415075,0.05013459,0.0
674,0.0,0.93980218,0.06207941,0.0
675,0.0,0.93860846,0.07621131,0.0
676,0.0,0.93894952,0.08899731,0.0
677,0.0,0.93826739,0.10043742,0.0
678,0.0,0.93912005,0.11288694,0.0
679,0.0,0.94048431,0.12701884,0.0
680,0.0,0.94236016,0.14535666,0.0
681,0.0,0.94355389,0.1615074,0.0
682,0.0,0.94440655,0.17984522,0.0
683,0.0,0.9457708,0.20339838,0.0
684,0.0,0.94730559,0.22341857,0.0
685,0.0,0.94918145,0.25016824,0.0
686,0.0,0.95071623,0.27018843,0.0
687,0.0,0.95276262,0.30804172,0.0
688,0.0,0.95259209,0.35531629,0.0
689,0.0,0.95088677,0.38694482,0.0
690,0.0,0.946794,0.41251682,0.0
691,0.0,0.94031378,0.44751009,0.0
692,0.0,0.92803547,0.48839166,0.0
693,0.0,0.92274898,0.51497308,0.0
694,0.0,0.9063779,0.55299462,0.0
695,0.0,0.88813097,0.58681023,0.0
696,0.0,0.86101637,0.61944818,0.0
697,0.0,0.84191678,0.64502019,0.0
698,0.0,0.79007503,0.66907806,0.0
699,0.0,0.7181105,0.69767833,0.0
700,0.0,0.67684175,0.72325034,0.0
701,0.0,0.6521146,0.75117766,0.0
702,0.0,0.61340382,0.77927322,0.0
703,0.0,0.57196453,0.79794751,0.0
704,0.0,0.53257162,0.82200538,0.0
705,0.0,0.47697817,0.8526245,0.0
706,0.0,0.42718281,0.87584118,0.0
707,0.0,0.37295362,0.89081427,0.0
708,0.0,0.34959072,0.90444145,0.0
709,0.0,0.31343793,0.92126514,0.0
710,0.0,0.28308322,0.93472409,0.0
711,0.0,0.23124147,0.9480148,0.0
712,0.0,0.20139836,0.96046433,0.0
713,0.0,0.17326057,0.96954913,0.0
714,0.0,0.1388131,0.97812921,0.0
715,0.0,0.10078445,0.98435397,0.0
716,0.0,0.07520464,0.98923284,0.0
717,0.0,0.04655525,0.99175639,0.0
718,0.0,0.03376535,0.99394347,0.0
719,0.0,0.02745566,0.9954576,0.0
720,0.0,0.02489768,0.99697174,0.0
721,0.0,0.02609141,0.99764468,0.0
722,0.0,0.02762619,0.99798116,0.0
723,0.0,0.03120737,0.9986541,0.0
724,0.0,0.03649386,0.99899058,0.0
725,0.0,0.04075716,0.99949529,0.0
726,0.0,0.04484993,1.0,0.0
727,0.0,0.05235334,0.99966353,0.0
728,0.0,0.05627558,0.99949529,0.0
729,0.0,0.05866303,0.99882234,0.0
730,0.0,0.05985675,0.99798116,0.0
731,0.0,0.06105048,0.99528937,0.0
732,0.0,0.06087995,0.99276581,0.0
733,0.0,0.05934516,0.9904105,0.0
734,0.0,0.05661664,0.98805518,0.0
735,0.0,0.05337653,0.98368102,0.0
736,0.0,0.0489427,0.97897039,0.0
737,0.0,0.04553206,0.97476447,0.0
738,0.0,0.04280355,0.97005384,0.0
739,0.0,0.0404161,0.96702557,0.0
740,0.0,0.03836971,0.96315612,0.0
741,0.0,0.03598226,0.9570996,0.0
742,0.0,0.03291269,0.95289367,0.0
743,0.0,0.03069577,0.94767833,0.0
744,0.0,0.02881992,0.94212651,0.0
745,0.0,0.02728513,0.93758412,0.0
746,0.0,0.02626194,0.93236878,0.0
747,0.0,0.02523874,0.92732167,0.0
748,0.0,0.0228513,0.92277927,0.0
749,0.0,0.01944065,0.91638627,0.0
750,0.0,0.01688267,0.91201211,0.0
751,0.0,0.01159618,0.90814266,0.0
752,0.0,0.00613915,0.90309556,0.0
753,0.0,0.0,0.89771198,0.0
754,0.0,0.0,0.89569314,0.0
755,0.0,0.0,0.89266487,0.0
756,0.0,0.0,0.89014132,0.0
757,0.0,0.0,0.88845895,0.0
758,0.0,0.0,0.887786,0.0
759,0.0,0.0,0.88744953,0.0
760,0.0,0.0,0.88677658,0.0
761,0.0,0.0,0.88627187,0.0
762,0.0,0.0,0.88644011,0.0
763,0.0,0.0,0.88677658,0.0
764,0.0,0.0,0.88744953,0.0
765,0.0,0.0,0.887786,0.0
766,0.0,0.0,0.88744953,0.0
767,0.0,0.0,0.88711306,0.0
768,0.0,0.0,0.88744953,0.0
769,0.0,0.0,0.88761777,0.0
770,0.0,0.0,0.88744953,0.0
771,0.0,0.0,0.88761777,0.0
772,0.0,0.0,0.88627187,0.0
773,0.0,0.0,0.88509421,0.0
774,0.0,0.0,0.88408479,0.0
775,0.0,0.0,0.881393,0.0
776,0.0,0.0,0.87853297,0.0
777,0.0,0.0,0.87567295,0.0
778,0.0,0.0,0.87028937,0.0
779,0.0,0.0,0.86557873,0.0
780,0.0,0.0,0.85800808,0.0
781,0.0,0.0,0.85094213,0.0
782,0.0,0.0,0.83882907,0.0
783,0.0,0.0,0.82015478,0.0
784,0.0,0.0,0.79761104,0.0
785,0.0,0.0,0.76716016,0.0
786,0.0,0.0,0.74259758,0.0
787,0.0,0.0,0.71887618,0.0
788,0.0,0.0,0.68388291,0.0
789,0.0,0.0,0.64838493,0.0
790,0.0,0.0,0.62079408,0.00067351
791,0.0,0.0,0.59017497,0.00121233
792,0.0,0.0,0.55097577,0.00242465
793,0.0,0.0,0.51514132,0.00343492
794,0.0,0.0,0.47207268,0.00464725
795,0.0,0.0,0.43405114,0.00538811
796,0.0,0.0,0.39602961,0.00690352
797,0.0,0.0,0.37230821,0.01077622
798,0.0,0.0,0.32957604,0.01448055
799,0.0,0.0,0.30333109,0.01902677
800,0.0,0.0,0.28516151,0.02626705
801,0.0,0.0,0.26648721,0.07324465
802,0.0,0.0,0.23956931,0.10574171
803,0.0,0.0,0.22224092,0.13857552
804,0.0,0.0,0.20844549,0.17342987
805,0.0,0.0,0.18808883,0.18858394
806,0.0,0.0,0.16958277,0.25711399
807,0.0,0.0,0.1551144,0.29870349
808,0.0,0.0,0.14266487,0.34770163
809,0.0,0.0,0.13257066,0.36403435
810,0.0,0.0,0.12331763,0.38373464
811,0.0,0.0,0.11204576,0.42178818
812,0.0,0.0,0.10312921,0.48290958
813,0.0,0.0,0.09555855,0.51506988
814,0.0,0.0,0.08950202,0.54605152
815,0.0,0.0,0.08310902,0.59050345
816,0.0,0.0,0.07907133,0.6120559
817,0.0,0.0,0.07385599,0.63596565
818,0.0,0.0,0.07082773,0.66661054
819,0.0,0.0,0.06813594,0.70752652
820,0.0,0.0,0.06359354,0.72587978
821,0.0,0.0,0.06090175,0.7593871
822,0.0,0.0,0.05736878,0.796262
823,0.0,0.0,0.05282638,0.82000337
824,0.0,0.0,0.04929341,0.85367907
825,0.0,0.0,0.04643338,0.87203233
826,0.0,0.0,0.04441454,0.89307964
827,0.0,0.0,0.04071332,0.89291126
828,0.0,0.0,0.03886272,0.91581074
829,0.0,0.0,0.03701211,0.92776562
830,0.0,0.0,0.03482503,0.93349049
831,0.0,0.0,0.03347914,0.93668968
832,0.0,0.0,0.03263795,0.93904698
833,0.0,0.0,0.03078735,0.94157266
834,0.0,0.0,0.02960969,0.94342482
835,0.0,0.0,0.02759085,0.94409833
836,0.0,0.0,0.02456258,0.9459505
837,0.0,0.0,0.02203903,0.94712915
838,0.0,0.0,0.0205249,0.94898131
839,0.0,0.0,0.01985195,0.94999158
840,0.0,0.0,0.01816958,0.95117023
841,0.0,0.0,0.01682369,0.95201212
842,0.0,0.0,0.01530956,0.95251726
843,0.0,0.0,0.01362719,0.95335915
844,0.0,0.0,0.01194482,0.95554807
845,0.0,0.0,0.00471063,0.95672672
846,0.0,0.0,0.0038358,0.95807375
847,0.0,0.0,0.00336474,0.95874726
848,0.0,0.0,0.0013459,0.95992591
849,0.0,0.0,0.00151413,0.96110456
850,0.0,0.0,0.00050471,0.96413538
851,0.0,0.0,0.0,0.96615592
852,0.0,0.0,0.0,0.97002862
853,0.0,0.0,0.0,0.97272268
854,0.0,0.0,0.0,0.97423809
855,0.0,0.0,0.0,0.97659539
856,0.0,0.0,0.0,0.97979458
857,0.0,0.0,0.0,0.98265701
858,0.0,0.0,0.0,0.98636134
859,0.0,0.0,0.0,0.9890554
860,0.0,0.0,0.0,0.99225459
861,0.0,0.0,0.0,0.99545378
862,0.0,0.0,0.0,0.99595892
863,0.0,0.0,0.0,0.99730594
864,0.0,0.0,0.0,0.99915811
865,0.0,0.0,0.0,0.99966324
866,0.0,0.0,0.0,0.99966324
867,0.0,0.0,0.0,1.0
868,0.0,0.0,0.0,0.99915811
869,0.0,0.0,0.0,0.99814784
870,0.0,0.0,0.0,0.99680081
871,0.0,0.0,0.0,0.99545378
872,0.0,0.0,0.0,0.99393837
873,0.0,0.0,0.0,0.99208621
874,0.0,0.0,0.0,0.98956053
875,0.0,0.0,0.0,0.98636134
876,0.0,0.0,0.0,0.98484593
877,0.0,0.0,0.0,0.98248863
878,0.0,0.0,0.0,0.97777404
879,0.0,0.0,0.0,0.97356457
880,0.0,0.0,0.0,0.96986025
881,0.0,0.0,0.0,0.96767133
882,0.0,0.0,0.0,0.96413538
883,0.0,0.0,0.0,0.96211483
884,0.0,0.0,0.0,0.95958916
885,0.0,0.0,0.0,0.95857889
886,0.0,0.0,0.0,0.95756861
887,0.0,0.0,0.0,0.95756861
888,0.0,0.0,0.0,0.95605321
889,0.0,0.0,0.0,0.95420104
890,0.0,0.0,0.0,0.95420104
891,0.0,0.0,0.0,0.95403267
892,0.0,0.0,0.0,0.95319077
893,0.0,0.0,0.0,0.95251726
894,0.0,0.0,0.0,0.95117023
895,0.0,0.0,0.0,0.9498232
896,0.0,0.0,0.0,0.94898131
897,0.0,0.0,0.0,0.94780266
898,0.0,0.0,0.0,0.94931807
899,0.0,0.0,0.0,0.94898131
900,0.0,0.0,0.0,0.94881293
901,0.0,0.0,0.0,0.94712915
902,0.0,0.0,0.0,0.94544536
903,0.0,0.0,0.0,0.94376158
904,0.0,0.0,0.0,0.94291968
905,0.0,0.0,0.0,0.94190941
906,0.0,0.0,0.0,0.94106752
907,0.0,0.0,0.0,0.93955211
908,0.0,0.0,0.0,0.93702644
909,0.0,0.0,0.0,0.93483751
910,0.0,0.0,0.0,0.93298535
911,0.0,0.0,0.0,0.93029129
912,0.0,0.0,0.0,0.92742886
913,0.0,0.0,0.0,0.92591345
914,0.0,0.0,0.0,0.92372453
915,0.0,0.0,0.0,0.9208621
916,0.0,0.0,0.0,0.91766291
917,0.0,0.0,0.0,0.91446371
918,0.0,0.0,0.0,0.9114329
919,0.0,0.0,0.0,0.9090756
920,0.0,0.0,0.0,0.90621317
921,0.0,0.0,0.0,0.90267722
922,0.0,0.0,0.0,0.89897289
923,0.0,0.0,0.0,0.89408991
924,0.0,0.0,0.0,0.88785991
925,0.0,0.0,0.0,0.88213504
926,0.0,0.0,0.0,0.87826233
927,0.0,0.0,0.0,0.87287422
928,0.0,0.0,0.0,0.86748611
929,0.0,0.0,0.0,0.8612561
930,0.0,0.0,0.0,0.85637313
931,0.0,0.0,0.0,0.85115339
932,0.0,0.0,0.0,0.84660717
933,0.0,0.0,0.0,0.84037717
934,0.0,0.0,0.0,0.83414716
935,0.0,0.0,0.0,0.82943256
936,0.0,0.0,0.0,0.82438121
937,0.0,0.0,0.0,0.81848796
938,0.0,0.0,0.0,0.81309985
939,0.0,0.0,0.0,0.80872201
940,0.0,0.0,0.0,0.80165011
941,0.0,0.0,0.0,0.79659875
942,0.0,0.0,0.0,0.78649604
943,0.0,0.0,0.0,0.77992928
944,0.0,0.0,0.0,0.77369928
945,0.0,0.0,0.0,0.76511197
946,0.0,0.0,0.0,0.75854521
947,0.0,0.0,0.0,0.75181007
948,0.0,0.0,0.0,0.74288601
949,0.0,0.0,0.0,0.7342987
950,0.0,0.0,0.0,0.72823708
951,0.0,0.0,0.0,0.7209968
952,0.0,0.0,0.0,0.71594545
953,0.0,0.0,0.0,0.7092103
954,0.0,0.0,0.0,0.69978111
955,0.0,0.0,0.0,0.69035191
956,0.0,0.0,0.0,0.6826065
957,0.0,0.0,0.0,0.6755346
958,0.0,0.0,0.0,0.66947298
959,0.0,0.0,0.0,0.65819161
960,0.0,0.0,0.0,0.65297188
961,0.0,0.0,0.0,0.64640512
962,0.0,0.0,0.0,0.63748106
963,0.0,0.0,0.0,0.62956727
964,0.0,0.0,0.0,0.62350564
965,0.0,0.0,0.0,0.61761239
966,0.0,0.0,0.0,0.6096986
967,0.0,0.0,0.0,0.60077454
968,0.0,0.0,0.0,0.59218724
969,0.0,0.0,0.0,0.5854521
970,0.0,0.0,0.0,0.58040074
971,0.0,0.0,0.0,0.57265533
972,0.0,0.0,0.0,0.5642364
973,0.0,0.0,0.0,0.55665937
974,0.0,0.0,0.0,0.54925072
975,0.0,0.0,0.0,0.54352585
976,0.0,0.0,0.0,0.53645395
977,0.0,0.0,0.0,0.52870854
978,0.0,0.0,0.0,0.52045799
979,0.0,0.0,0.0,0.5187742
980,0.0,0.0,0.0,0.50580906
981,0.0,0.0,0.0,0.49823203
982,0.0,0.0,0.0,0.49082337
983,0.0,0.0,0.0,0.48762418
984,0.0,0.0,0.0,0.48223607
985,0.0,0.0,0.0,0.47364876
986,0.0,0.0,0.0,0.46522984
987,0.0,0.0,0.0,0.45748442
988,0.0,0.0,0.0,0.45058091
989,0.0,0.0,0.0,0.44519279
990,0.0,0.0,0.0,0.44014144
991,0.0,0.0,0.0,0.43222765
992,0.0,0.0,0.0,0.42465061
993,0.0,0.0,0.0,0.41993602
994,0.0,0.0,0.0,0.41421115
995,0.0,0.0,0.0,0.40882303
996,0.0,0.0,0.0,0.40326654
997,0.0,0.0,0.0,0.39669978
998,0.0,0.0,0.0,0.39080653
999,0.0,0.0,0.0,0.38508166
1000,0.0,0.0,0.0,0.37784139
1001,0.0,0.0,0.0,0.3722849
1002,0.0,0.0,0.0,0.36218219
1003,0.0,0.0,0.0,0.3557838
1004,0.0,0.0,0.0,0.3519111
1005,0.0,0.0,0.0,0.3471965
1006,0.0,0.0,0.0,0.33928271
1007,0.0,0.0,0.0,0.33136892
1008,0.0,0.0,0.0,0.32412864
1009,0.0,0.0,0.0,0.3173935
1010,0.0,0.0,0.0,0.31183701
1011,0.0,0.0,0.0,0.30729079
1012,0.0,0.0,0.0,0.30122916
1013,0.0,0.0,0.0,0.29398889
1014,0.0,0.0,0.0,0.28944267
1015,0.0,0.0,0.0,0.28388618
1016,0.0,0.0,0.0,0.27866644
1017,0.0,0.0,0.0,0.27327833
1018,0.0,0.0,0.0,0.26654319
1019,0.0,0.0,0.0,0.25913453
1020,0.0,0.0,0.0,0.25458831
1021,0.0,0.0,0.0,0.24970534
1022,0.0,0.0,0.0,0.24566425
1023,0.0,0.0,0.0,0.23808722
1024,0.0,0.0,0.0,0.2311837
1025,0.0,0.0,0.0,0.22579559
1026,0.0,0.0,0.0,0.22007072
1027,0.0,0.0,0.0,0.21754504
1028,0.0,0.0,0.0,0.21350396
1029,0.0,0.0,0.0,0.20828422
1030,0.0,0.0,0.0,0.20289611
1031,0.0,0.0,0.0,0.19868665
1032,0.0,0.0,0.0,0.19346691
1033,0.0,0.0,0.0,0.18942583
1034,0.0,0.0,0.0,0.1857215
1035,0.0,0.0,0.0,0.17814447
1036,0.0,0.0,0.0,0.17511366
1037,0.0,0.0,0.0,0.17124095
1038,0.0,0.0,0.0,0.16787338
1039,0.0,0.0,0.0,0.16484257
1040,0.0,0.0,0.0,0.15979121
1041,0.0,0.0,0.0,0.15709715
1042,0.0,0.0,0.0,0.15356121
1043,0.0,0.0,0.0,0.15053039
1044,0.0,0.0,0.0,0.14665769
1045,0.0,0.0,0.0,0.14160633
1046,0.0,0.0,0.0,0.13739687
1047,0.0,0.0,0.0,0.13655498
1048,0.0,0.0,0.0,0.13285065
1049,0.0,0.0,0.0,0.12914632
1050,0.0,0.0,0.0,0.1269574
1051,0.0,0.0,0.0,0.12375821
1052,0.0,0.0,0.0,0.12089577
1053,0.0,0.0,0.0,0.11820172
1054,0.0,0.0,0.0,0.11483415
1055,0.0,0.0,0.0,0.11230847
1056,0.0,0.0,0.0,0.11045631
1057,0.0,0.0,0.0,0.10742549
1058,0.0,0.0,0.0,0.10540495
1059,0.0,0.0,0.0,0.10388954
1060,0.0,0.0,0.0,0.10102711
1061,0.0,0.0,0.0,0.09900657
1062,0.0,0.0,0.0,0.09664927
1063,0.0,0.0,0.0,0.09429197
1064,0.0,0.0,0.0,0.09294494
1065,0.0,0.0,0.0,0.09142953
1066,0.0,0.0,0.0,0.08907223
1067,0.0,0.0,0.0,0.08705169
1068,0.0,0.0,0.0,0.08486277
1069,0.0,0.0,0.0,0.08301061
1070,0.0,0.0,0.0,0.08082169
1071,0.0,0.0,0.0,0.07880114
1072,0.0,0.0,0.0,0.07627547
1073,0.0,0.0,0.0,0.07476006
1074,0.0,0.0,0.0,0.07273952
1075,0.0,0.0,0.0,0.07122411
1076,0.0,0.0,0.0,0.06785654
1077,0.0,0.0,0.0,0.06415221
1078,0.0,0.0,0.0,0.06263681
1079,0.0,0.0,0.0,0.0611214
1080,0.0,0.0,0.0,0.05960599
1081,0.0,0.0,0.0,0.05859572
1082,0.0,0.0,0.0,0.05708032
1083,0.0,0.0,0.0,0.05505977
1084,0.0,0.0,0.0,0.05354437
1085,0.0,0.0,0.0,0.05236572
1086,0.0,0.0,0.0,0.05101869
1087,0.0,0.0,0.0,0.04967166
1088,0.0,0.0,0.0,0.04866139
1089,0.0,0.0,0.0,0.04647247
1090,0.0,0.0,0.0,0.04445193
1091,0.0,0.0,0.0,0.04209463
1092,0.0,0.0,0.0,0.04007409
1093,0.0,0.0,0.0,0.03788517
1094,0.0,0.0,0.0,0.03636976
1095,0.0,0.0,0.0,0.03502273
1096,0.0,0.0,0.0,0.03401246
1097,0.0,0.0,0.0,0.03266543
1098,0.0,0.0,0.0,0.03098165
1099,0.0,0.0,0.0,0.02963462
1100,0.0,0.0,0.0,0.02811921
1101,0.0,0.0,0.0,0.02609867
1102,0.0,0.0,0.0,0.02441488
1103,0.0,0.0,0.0,0.02256272
1104,0.0,0.0,0.0,0.02138407
1105,0.0,0.0,0.0,0.0203738
1106,0.0,0.0,0.0,0.02003704
1107,0.0,0.0,0.0,0.01902677
1108,0.0,0.0,0.0,0.01767974
1109,0.0,0.0,0.0,0.01717461
1110,0.0,0.0,0.0,0.01599596
1111,0.0,0.0,0.0,0.01532244
1112,0.0,0.0,0.0,0.01397542
1113,0.0,0.0,0.0,0.01279677
